Subject,Topic,Subtopic,Question,Explanation,Option A,Option B,Option C,Option D,Correct Option
Ophthalmology,Ocular Disorders,Ocular Adenexia,"In a patient presenting with recurrent chalazion, which cancer is suspected?","Recurrent chalazion may be an indicator of sebaceous cell carcinoma, a rare but aggressive malignancy.",Sebaceous cell carcinoma,Squamous cell carcinoma,Basal cell carcinoma,Kaposi’s sarcoma,A
Ophthalmology,Ocular Disorders,Ocular Injuries,What is the probable cause of monocular diplopia in a young boy who has experienced trauma to his right eye?," • The most likely cause of monocular diplopia in a young boy with trauma to the right eye isiridodialysis.
 • Iridodialysis refers to a separation or tearing of the iris from its ciliary attachment, which can cause the
 pupil to become distorted and result in double vision. 
• Other causes of monocular diplopia may include corneal irregularities, lens dislocation, or retinal
 abnormalities. 
• However, in this case, the trauma to the eye suggests a more likely cause of iridodialysis.",Festooned pupil,Iris bombe,Iridodonesis,Iridodialysis,D
Ophthalmology,Ocular Disorders,Ocular Injuries,Sympathetic ophthalmia is seen after ___________?," • Sympathetic ophthalmia is most commonly observed as a complication following penetrating ocular
 trauma, in which intraocular antigens are exposed to the immune system, triggering an autoimmune
 response that affects both eyes",Penetrating trauma,Blunt trauma,Chemical injury,Ocular infection,A
Ophthalmology,Ocular Disorders,Ocular Injuries,An industrial worker was admitted to the hospital after an eye injury sustained while cutting stone with a hammer and iron chisel. A foreign body was suspected to be impacted in his eye. Which of the following is the best investigation for foreign body localization?," • Sympathetic ophthalmia is most commonly observed as a complication following penetrating ocular
 trauma, in which intraocular antigens are exposed to the immune system, triggering an autoimmune
 response that affects both eyes",MRI,CT,X-ray,B mode scan,B
Ophthalmology,Ocular Disorders,Ocular Injuries,What is the probable cause of bleeding in a patient who experienced a hyphema after being struck in the eye by a tennis ball?," In the case of a patient who sustains an eye injury from a tennis ball and develops hyphema (bleeding i
 n the anterior chamber of the eye), the likely source of bleeding is the anterior ciliary artery.
Explanation of the options:
 Option A: Circulus arteriosus major: The circulus arteriosus major, also known as the circle of Willis, is 
a circulatory anastomosis in the brain that supplies blood to the cerebral circulation. It is not directly rel
 ated to hyphema.
 Option B: Anterior ciliary artery: The anterior ciliary arteries are branches of the ophthalmic artery that s
 upply blood to the anterior segment of the eye, including the conjunctiva, sclera, and iris. These arterie
 s can be injured in cases of trauma to the eye, leading to bleeding and the development of hyphema.
 Option C: Posterior ciliary artery: The posterior ciliary arteries are branches of the ophthalmic artery tha
 t supply blood to the posterior segment of the eye, including the choroid and retina. They are not directl
 y involved in hyphema.
 Option D: Circulus arteriosus minor: There is no anatomical structure known as the circulus arteriosus 
minor. It is an incorrect option.
 Therefore, the most likely source of bleeding in a case of hyphema caused by a
 tennis ball injury is the anterior ciliary artery",Circulus arteriosus major,Anterior ciliary artery,Posterior ciliary artery,Circulus arteriosus minor,B
Ophthalmology,Ocular Disorders,Ocular Injuries,"In a person who experienced a punch during a fight, where is the most frequently observed location for a fracture in the eye area?"," • The most common site of orbital fracture due to trauma is the floor of the orbit. It results in what is
 known as a blowout fracture and the orbital contents herniate out through the antrum. The floor is made
 of the zygomatic, maxillary and the palatine bones.",Medial wall,Lateral wall,Roof,Floor,D
" foreign body should be left in place until the patient is taken to an appropriate medical facility with the",,,,,,,,,
" necessary equipment and expertise to handle such cases.""",Removal of the foreign body,Check for visual acuity,Give antibiotics,Do primary survey,A,,,,
Oncology,Final,Oncology,Which drug is the preferred choice for reducing uric acid levels to prevent kidney damage in tumor lysis syndrome?,"Answer Option B - Rasburicase → Rasburicase is preferred for lowering uric acid to prevent renal damage in tumor lysis syndrome. Tumor lysis syndrome (TLS) is a potentially life-threatening complication of cancer treatment that occurs when cancer cells release their contents into the bloodstream. This can lead to a buildup of uric acid in the blood, which can cause acute kidney injury and other complications. → Rasburicase is a recombinant urate oxidase enzyme that catalyzes the conversion of uric acid to allantoin, a more soluble and less toxic compound that the kidneys can excrete. It is the preferred drug for preventing and treating hyperuricemia in tumor lysis syndrome, as it rapidly lowers uric acid levels and reduces the risk of renal damage. Incorrect Choices: → Option a. Furosemide is a loop diuretic used to treat fluid retention and edema caused by various medical conditions such as heart failure, liver cirrhosis, and kidney disease. It does not lower uric acid levels and is not indicated for the prevention of renal damage in tumor lysis syndrome. → Option c. Corticosteroids - It is incorrect as corticosteroids have no renal protective role in tumor lysis syndrome. → Option d. Febuxostat is another xanthine oxidase inhibitor that is used to lower uric acid levels in patients with gout. It is similar to allopurinol in its mechanism of action and is not the preferred drug for preventing renal damage in tumor lysis syndrome. 1775",Furosemide,Rasburicase,Corticosteroids,Febuxostat,B
Oncology,Final,Oncology,"A 55-year-old alcoholic patient presents with sudden and unintentional weight loss. Lab investigations revealed serum ALP 240 IU/L, alpha-fetoprotein 600 ng/ml, and normal AST and ALT serum levels. What is the most likely diagnosis?","Correct Option C - Hepatocellular carcinoma: → An old alcoholic patient with sudden and unintentional weight loss, along with raised serum levels of alpha-fetoprotein, i.e., 600 ng/ml, is a tumor marker and is suggestive of hepatocellular Carcinoma (HCC). Incorrect Choices: Option A - Hepatic Adenoma: This benign liver tumor is usually associated with the use of oral contrac eptives or anabolic steroids. The Alpha-Fetoprotein (AFP) level is typically normal in hepatic adenoma. Option B - Cholangiocarcinoma: This malignancy arises from the bile ducts, not the liver parenchyma. Tumor marker for chalangiocarcinoma is CA 19-9. AFP is not elevated in cholangiocarcinoma. Option D - Alcoholic Hepatitis: While this condition can present with abnormal liver function tests, the A FP level is usually not elevated in alcoholic hepatitis unless there is concurrent HCC.",Hepatic adenoma,Cholangiocarcinoma,Hepatocellular carcinoma,Alcoholic hepatitis,C
Oncology,Final,Oncology,What is the meaning of neoadjuvant chemotherapy in the context of a 54-year-old woman diagnosed with stage 2A cervical cancer?,"→ Neoadjuvant chemotherapy refers to the administration of therapeutic agents before a main treatment. → The purpose of neoadjuvant chemotherapy is to reduce the size of the tumor, making it easier to remove surgically and increasing the chances of complete removal. It can also potentially make surgery less extensive and decrease the chance of cancer recurrence. Incorrect Choices: → Option a. Concomitant chemotherapy (not neoadjuvant) is often given along with radiation therapy to increase its effectiveness. This is known as chemoradiation. → Option b. Intraoperative chemotherapy, not neoadjuvant, is given during surgery directly into the area where the tumor was to kill any remaining cancer cells. → Option d. Adjuvant chemotherapy is given after primary treatments like surgery to kill any undetected cancer cells that may be left in the body.",Chemotherapy is given along with radiation.,Chemotherapy is given during surgery.,Chemotherapy is given before radical surgery to reduce the bulk of the tumor,Chemotherapy is given after radical surgery for micrometastases,C
Oncology,Final,Oncology,ABCDE rule applies for:,"Correct Option A. A. Malignant melanoma: The ABCDE rule is commonly used to assess and identify potential signs of m alignant melanoma, a type of skin cancer. The rule helps individuals and healthcare professionals reco gnize certain characteristics of moles or skin lesions that may indicate the presence of melanoma. The ABCDE stands for: → A: Asymmetry - Melanomas often have an irregular shape or asymmetrical appearance. → B: Border irregularity - The borders of melanomas may be uneven, jagged, or poorly defined. → C: Color variation - Melanomas may display various colors, including shades of brown, black, blue, red, or white. → D: Diameter - Melanomas are generally larger than 6 millimeters in diameter, but they can be smaller. → E: Evolution - Any changes in size, shape, color, or symptoms over time are important to note.",Malignant melanoma,BCC,SCC,Actinic keratosis,A
